Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1994.0,Нет,Male,,2.0,312.0,Овен,,1.0,3.0,0.0,,912858865575,Bangalore,L,12.0,2017.0,3.0,0
1992.0,,,,,296.0,,34.0,7.0,3.0,1.0,Bachelors,919534024399,Bangalore,S,11.0,2017.0,3.0,0
1984.0,,Male,No,2.0,,Лев,41.0,2.0,2.0,1.0,Masters,917767752814,,L,0.0,2013.0,2.0,1
1984.0,Да,Male,No,2.0,352.0,,41.0,2.0,2.0,,Masters,917767752814,,,0.0,,2.0,1
1984.0,Да,,No,2.0,352.0,Лев,41.0,2.0,,1.0,Masters,917767752814,Pune,L,0.0,2013.0,2.0,1
1989.0,,Male,No,2.0,295.0,Дева,37.0,,3.0,0.0,Masters,913941290533,New Delhi,L,,2015.0,2.0,0
,Нет,,,1.0,328.0,,,3.0,3.0,0.0,Bachelors,918654700556,Bangalore,,0.0,2015.0,2.0,0
1986.0,,Female,No,1.0,328.0,Лев,40.0,3.0,,0.0,Bachelors,918654700556,Bangalore,,0.0,2015.0,,0
1986.0,Нет,Female,No,1.0,328.0,Лев,40.0,3.0,3.0,,Bachelors,918654700556,Bangalore,S,0.0,,,0
1992.0,Нет,Male,,2.0,297.0,Телец,35.0,5.0,2.0,1.0,,919460376543,Pune,L,2.0,2017.0,3.0,0
1987.0,,Male,No,3.0,368.0,Дева,39.0,2.0,3.0,0.0,Bachelors,919463383181,Bangalore,S,11.0,2012.0,3.0,0
1987.0,Нет,Male,No,3.0,368.0,Дева,,,3.0,0.0,Bachelors,919463383181,Bangalore,S,11.0,2012.0,3.0,0
1987.0,,Male,No,3.0,368.0,Дева,39.0,2.0,3.0,0.0,,919463383181,Bangalore,S,11.0,,3.0,0
1987.0,Нет,,No,3.0,368.0,Дева,39.0,2.0,3.0,,Bachelors,919463383181,Bangalore,S,11.0,2012.0,3.0,0
,,,No,4.0,,,,3.0,,0.0,Bachelors,913656281789,Pune,,10.0,2017.0,1.0,0
1985.0,,Male,No,4.0,439.0,Телец,41.0,3.0,3.0,0.0,Bachelors,913656281789,,,10.0,2017.0,1.0,0
1985.0,Нет,,No,,439.0,,41.0,3.0,3.0,0.0,,913656281789,Pune,,10.0,,,0
1985.0,Нет,Male,,4.0,439.0,Телец,,,,0.0,Bachelors,913656281789,,L,10.0,2017.0,1.0,0
,,Male,No,,,Телец,,,3.0,0.0,Bachelors,913656281789,Pune,L,,2017.0,1.0,0
1990.0,Нет,Male,,4.0,429.0,Стрелец,36.0,7.0,3.0,0.0,Bachelors,917461675909,Bangalore,L,10.0,2015.0,4.0,0
1990.0,,,No,4.0,429.0,Стрелец,36.0,7.0,3.0,0.0,Bachelors,917461675909,Bangalore,L,10.0,2015.0,4.0,0
1993.0,Нет,Male,,5.0,181.0,Весы,32.0,10.0,,1.0,Bachelors,914106638246,Bangalore,M,7.0,2014.0,,0
1993.0,,Male,,5.0,181.0,Весы,32.0,10.0,3.0,1.0,Bachelors,914106638246,,M,7.0,2014.0,2.0,0
,Нет,Male,No,0.0,46.0,Водолей,32.0,,3.0,0.0,Bachelors,916954102357,Bangalore,XL,15.0,2013.0,5.0,0
1995.0,Нет,Male,No,0.0,46.0,Водолей,32.0,0.0,,0.0,,916954102357,,XL,,2013.0,5.0,0
1989.0,Нет,,No,,169.0,Дева,36.0,9.0,,1.0,Bachelors,919577314055,Bangalore,M,3.0,2017.0,3.0,0
,Нет,Male,,2.0,169.0,Дева,36.0,9.0,,1.0,Bachelors,919577314055,Bangalore,M,3.0,2017.0,3.0,0
,Нет,Male,No,,,Дева,36.0,9.0,3.0,1.0,Bachelors,919577314055,Bangalore,M,,2017.0,3.0,0
1989.0,,Male,,2.0,169.0,Дева,36.0,9.0,3.0,1.0,Bachelors,919577314055,,M,3.0,2017.0,,0
1986.0,Нет,Male,No,4.0,308.0,Близнецы,40.0,10.0,3.0,,Bachelors,916651865681,Bangalore,M,2.0,2013.0,,0
1994.0,Да,Male,Yes,1.0,92.0,Рыбы,32.0,10.0,3.0,,Bachelors,915920742172,Bangalore,M,13.0,2018.0,3.0,1
1994.0,Да,Male,Yes,,92.0,,32.0,10.0,3.0,0.0,Bachelors,915920742172,Bangalore,M,13.0,2018.0,3.0,1
1988.0,Нет,,No,1.0,,Скорпион,,9.0,3.0,1.0,Bachelors,917269430681,Bangalore,L,7.0,2016.0,,0
1988.0,Нет,Male,No,1.0,324.0,,38.0,9.0,3.0,1.0,Bachelors,917269430681,Bangalore,L,7.0,,4.0,0
1988.0,Нет,,No,1.0,,Скорпион,38.0,,3.0,1.0,Bachelors,917269430681,Bangalore,,7.0,2016.0,4.0,0
1988.0,Нет,Male,No,1.0,324.0,Скорпион,38.0,9.0,3.0,1.0,Bachelors,917269430681,Bangalore,L,7.0,2016.0,4.0,0
1985.0,Да,Male,No,4.0,245.0,Близнецы,,,,,,914925592838,Bangalore,L,1.0,2018.0,4.0,1
1990.0,,Male,No,,112.0,Дева,35.0,3.0,2.0,,Masters,919651126667,,L,,2017.0,,1
1990.0,Да,Male,No,3.0,112.0,,35.0,3.0,2.0,0.0,,919651126667,,L,15.0,2017.0,,1
1990.0,,Male,No,3.0,112.0,Дева,35.0,3.0,2.0,0.0,Masters,919651126667,,L,15.0,2017.0,3.0,1
1990.0,Да,,No,3.0,112.0,Дева,35.0,3.0,2.0,0.0,,919651126667,Pune,L,15.0,2017.0,3.0,1
1990.0,Нет,Female,No,1.0,235.0,Стрелец,,5.0,,0.0,,915698660594,,M,0.0,2016.0,3.0,0
1990.0,,Female,No,,235.0,Стрелец,36.0,,3.0,0.0,Bachelors,915698660594,Bangalore,M,0.0,2016.0,,0
1990.0,Нет,Female,,1.0,235.0,Стрелец,36.0,5.0,3.0,0.0,Bachelors,915698660594,Bangalore,M,,2016.0,,0
1990.0,,Female,,,235.0,Стрелец,,5.0,3.0,,Bachelors,915698660594,Bangalore,M,,,,0
1990.0,Нет,Female,No,1.0,235.0,,,,3.0,0.0,Bachelors,915698660594,Bangalore,M,0.0,2016.0,3.0,0
,Нет,Female,No,4.0,,Рыбы,35.0,2.0,3.0,1.0,Bachelors,913023874367,,M,3.0,2014.0,1.0,0
1990.0,Нет,,No,4.0,458.0,Рыбы,35.0,2.0,3.0,1.0,,913023874367,Bangalore,,,2014.0,1.0,0
,,Female,No,,,Рыбы,35.0,,3.0,1.0,Bachelors,913023874367,,M,3.0,2014.0,1.0,0
1990.0,Нет,Female,No,,458.0,,35.0,2.0,3.0,1.0,Bachelors,913023874367,Bangalore,M,3.0,,1.0,0
1994.0,,Male,No,2.0,264.0,,31.0,2.0,3.0,1.0,Bachelors,919672208981,Bangalore,L,8.0,2016.0,5.0,0
1994.0,Нет,Male,,2.0,,Водолей,31.0,2.0,,1.0,Bachelors,919672208981,Bangalore,L,8.0,2016.0,5.0,0
1988.0,Нет,Male,No,,243.0,Рак,37.0,8.0,3.0,0.0,PHD,911756410152,Pune,S,,2015.0,2.0,0
,,Male,No,2.0,243.0,Рак,37.0,8.0,3.0,0.0,,911756410152,Pune,S,,,2.0,0
,Нет,Male,No,2.0,243.0,Рак,37.0,,,,PHD,911756410152,Pune,,9.0,2015.0,2.0,0
1988.0,Нет,Male,,,243.0,Рак,37.0,8.0,3.0,0.0,,911756410152,Pune,S,9.0,2015.0,2.0,0
1988.0,Нет,,No,2.0,243.0,Рак,,8.0,3.0,,PHD,911756410152,,S,9.0,2015.0,,0
,Нет,Female,No,4.0,257.0,Рыбы,,6.0,3.0,1.0,Bachelors,919089959515,Bangalore,,,2013.0,3.0,0
1986.0,,Female,No,4.0,257.0,Рыбы,,6.0,3.0,1.0,Bachelors,919089959515,Bangalore,S,6.0,,,0
1986.0,Нет,Female,No,,257.0,Рыбы,41.0,6.0,3.0,1.0,Bachelors,919089959515,Bangalore,S,,2013.0,3.0,0
1986.0,Нет,,No,4.0,257.0,Рыбы,41.0,6.0,3.0,,,919089959515,Bangalore,,6.0,2013.0,,0
1995.0,Нет,,,0.0,201.0,Телец,31.0,10.0,3.0,1.0,Bachelors,913517691738,Bangalore,,3.0,2013.0,3.0,0
1995.0,Нет,,No,0.0,201.0,Телец,31.0,10.0,3.0,,Bachelors,913517691738,,L,3.0,2013.0,3.0,0
1995.0,Нет,Male,No,0.0,,Телец,31.0,10.0,3.0,1.0,Bachelors,913517691738,Bangalore,L,3.0,2013.0,3.0,0
1994.0,Нет,Male,No,1.0,,Козерог,32.0,2.0,3.0,0.0,Bachelors,916141666761,New Delhi,L,11.0,2015.0,3.0,0
1994.0,,Male,No,1.0,28.0,Козерог,32.0,,3.0,0.0,Bachelors,916141666761,,,11.0,2015.0,3.0,0
1994.0,Нет,Male,No,1.0,28.0,Козерог,32.0,2.0,,0.0,Bachelors,916141666761,New Delhi,L,11.0,2015.0,3.0,0
,Нет,,No,,28.0,,,2.0,3.0,0.0,Bachelors,916141666761,New Delhi,L,11.0,,3.0,0
1993.0,Да,Male,No,,,Скорпион,33.0,4.0,3.0,1.0,Bachelors,914105979165,Bangalore,,6.0,2014.0,,1
,Да,Male,No,1.0,243.0,Скорпион,33.0,4.0,3.0,1.0,Bachelors,914105979165,Bangalore,L,6.0,,1.0,1
1993.0,Да,Male,Yes,2.0,362.0,Лев,34.0,6.0,1.0,0.0,Bachelors,918502689821,Bangalore,M,2.0,2016.0,1.0,1
,,Male,No,1.0,425.0,Телец,33.0,9.0,2.0,0.0,Bachelors,918663446104,Pune,S,,,3.0,0
1992.0,,,No,1.0,425.0,,33.0,9.0,2.0,0.0,Bachelors,918663446104,,S,14.0,2017.0,3.0,0
1992.0,Нет,Male,No,1.0,425.0,Телец,33.0,9.0,2.0,,,918663446104,Pune,,14.0,2017.0,3.0,0
1992.0,,Male,No,,425.0,Телец,33.0,9.0,,0.0,,918663446104,Pune,S,14.0,2017.0,,0
,Нет,,No,1.0,425.0,Телец,33.0,9.0,2.0,0.0,,918663446104,,S,14.0,2017.0,3.0,0
1988.0,,,No,4.0,,Водолей,,4.0,,1.0,Bachelors,913758311341,Bangalore,M,14.0,2012.0,1.0,1
1988.0,,Female,,4.0,474.0,Водолей,,4.0,3.0,1.0,Bachelors,913758311341,Bangalore,M,14.0,2012.0,1.0,1
,Да,,,,474.0,Водолей,38.0,4.0,3.0,1.0,,913758311341,Bangalore,M,14.0,,,1
,Да,Female,No,4.0,474.0,Водолей,38.0,4.0,3.0,,Bachelors,913758311341,Bangalore,M,,2012.0,1.0,1
1988.0,Да,,No,4.0,474.0,Водолей,38.0,4.0,3.0,1.0,Bachelors,913758311341,Bangalore,M,14.0,2012.0,1.0,1
1991.0,Да,Male,,3.0,449.0,Скорпион,35.0,,3.0,0.0,Bachelors,916413482090,,L,8.0,2013.0,3.0,1
,,,No,,449.0,Скорпион,35.0,0.0,3.0,0.0,Bachelors,916413482090,,L,8.0,2013.0,,1
1991.0,Да,Male,No,3.0,449.0,Скорпион,35.0,0.0,3.0,0.0,Bachelors,916413482090,Bangalore,L,8.0,,3.0,1
1995.0,Нет,Male,No,,47.0,Рак,,,3.0,1.0,,916085668725,Pune,L,8.0,2017.0,4.0,0
,,Male,,1.0,47.0,Рак,31.0,,3.0,1.0,Bachelors,916085668725,Pune,L,8.0,,4.0,0
,Нет,Male,No,1.0,47.0,Рак,31.0,4.0,3.0,1.0,Bachelors,916085668725,Pune,L,8.0,2017.0,4.0,0
1995.0,Нет,,No,1.0,,Рак,31.0,4.0,3.0,1.0,Bachelors,916085668725,Pune,L,8.0,2017.0,4.0,0
1990.0,Нет,Male,No,2.0,12.0,Телец,,5.0,,1.0,Bachelors,915356123010,,M,5.0,2013.0,3.0,0
,Нет,Male,,,12.0,Телец,37.0,5.0,3.0,1.0,Bachelors,915356123010,,M,,2013.0,3.0,0
,Да,Female,No,2.0,,Рыбы,32.0,9.0,3.0,1.0,,915359065247,Bangalore,L,9.0,2012.0,,1
1993.0,Да,Female,No,2.0,230.0,Рыбы,,9.0,3.0,1.0,Bachelors,915359065247,Bangalore,,9.0,,4.0,1
,Да,Female,No,,230.0,Рыбы,,9.0,3.0,1.0,Bachelors,915359065247,,L,9.0,2012.0,4.0,1
1992.0,,Male,Yes,5.0,,Близнецы,34.0,3.0,3.0,0.0,Bachelors,918251388842,,L,,,3.0,0
1986.0,,Male,No,2.0,252.0,Телец,41.0,7.0,2.0,1.0,PHD,919972847688,Bangalore,M,2.0,2013.0,3.0,1
1986.0,Да,Male,No,2.0,252.0,Телец,41.0,,2.0,1.0,PHD,919972847688,Bangalore,,2.0,,3.0,1
,Да,Male,No,,342.0,Весы,32.0,,3.0,0.0,Masters,912671199324,New Delhi,M,,2015.0,1.0,1
1988.0,Нет,Male,No,2.0,461.0,Рыбы,,,3.0,0.0,,911329207626,Bangalore,L,15.0,2013.0,,0
1995.0,,Male,,0.0,28.0,Рак,,7.0,3.0,,Bachelors,911282271764,Bangalore,L,13.0,2012.0,3.0,1
1995.0,Да,Male,Yes,0.0,28.0,Рак,31.0,7.0,3.0,0.0,,911282271764,,L,13.0,,3.0,1
1995.0,,Male,Yes,0.0,,,31.0,7.0,3.0,0.0,,911282271764,Bangalore,L,13.0,2012.0,3.0,1
1995.0,,,,0.0,28.0,,,7.0,3.0,0.0,Bachelors,911282271764,Bangalore,L,,2012.0,3.0,1
1985.0,Нет,,No,1.0,109.0,Дева,,8.0,2.0,0.0,,915775590068,New Delhi,XL,10.0,2017.0,3.0,0
1991.0,Нет,,No,2.0,399.0,,36.0,8.0,3.0,0.0,Bachelors,919941387581,Bangalore,L,6.0,2016.0,2.0,0
1991.0,Нет,Male,No,2.0,399.0,,36.0,8.0,,0.0,Bachelors,919941387581,Bangalore,,6.0,,,0
1991.0,Нет,Male,,2.0,,Скорпион,36.0,8.0,3.0,0.0,,919941387581,,,6.0,2016.0,2.0,0
1991.0,Нет,Male,No,,399.0,,36.0,8.0,3.0,,Bachelors,919941387581,Bangalore,L,6.0,2016.0,2.0,0
1987.0,Да,Female,No,5.0,140.0,Овен,38.0,6.0,2.0,0.0,,912199995091,,M,10.0,2017.0,5.0,1
1987.0,Да,,,5.0,,Овен,38.0,,2.0,0.0,Bachelors,912199995091,,M,10.0,2017.0,5.0,1
1995.0,Нет,Male,No,5.0,349.0,Близнецы,32.0,,3.0,1.0,Bachelors,916496377302,Bangalore,L,0.0,,1.0,0
1995.0,Нет,Male,No,5.0,349.0,Близнецы,,5.0,3.0,1.0,Bachelors,916496377302,Bangalore,L,0.0,2012.0,1.0,0
1995.0,Нет,Male,,5.0,,Близнецы,32.0,5.0,3.0,,Bachelors,916496377302,Bangalore,,0.0,,1.0,0
1995.0,,Male,No,5.0,349.0,Близнецы,32.0,5.0,3.0,1.0,,916496377302,Bangalore,,0.0,2012.0,1.0,0
1995.0,Нет,Male,,5.0,349.0,,,5.0,3.0,1.0,Bachelors,916496377302,,L,,2012.0,1.0,0
1991.0,Да,Female,,3.0,194.0,Рак,35.0,9.0,,0.0,Bachelors,917066895523,Pune,S,9.0,2018.0,,1
1986.0,Нет,Male,No,,452.0,Козерог,,,3.0,1.0,Bachelors,912175276587,,XL,4.0,2017.0,1.0,0
1993.0,Нет,Male,,4.0,406.0,Скорпион,33.0,1.0,3.0,0.0,,917474382408,,S,5.0,2013.0,1.0,0
1993.0,,Male,No,4.0,406.0,Скорпион,,1.0,3.0,0.0,Bachelors,917474382408,Pune,,5.0,2013.0,1.0,0
,Нет,Male,,4.0,406.0,Скорпион,33.0,,3.0,0.0,Bachelors,917474382408,Pune,S,5.0,2013.0,,0
,Нет,Male,Yes,,,,,,,1.0,Bachelors,911917383730,,L,,,4.0,0
1991.0,Да,Male,No,1.0,222.0,Телец,35.0,2.0,3.0,1.0,,911846958899,Bangalore,XXL,8.0,2017.0,,1
1991.0,,Male,,1.0,,Телец,35.0,,3.0,1.0,Bachelors,911846958899,Bangalore,XXL,8.0,,,1
1991.0,Да,,No,,222.0,Телец,35.0,,,,Bachelors,911846958899,Bangalore,XXL,8.0,2017.0,,1
,Нет,Male,No,4.0,107.0,Весы,,4.0,3.0,1.0,Masters,916096652354,,L,11.0,,4.0,0
1987.0,Нет,,No,4.0,107.0,,39.0,4.0,3.0,1.0,Masters,916096652354,Pune,L,11.0,,4.0,0
,Да,,No,,167.0,Водолей,40.0,5.0,3.0,1.0,Bachelors,911649954664,,M,4.0,2016.0,1.0,1
1986.0,Да,Male,No,0.0,,Водолей,40.0,5.0,,1.0,,911649954664,Bangalore,,4.0,2016.0,,1
1986.0,Да,Male,No,0.0,167.0,Водолей,40.0,5.0,3.0,1.0,,911649954664,Bangalore,M,,2016.0,1.0,1
1988.0,,Female,,0.0,272.0,Овен,38.0,7.0,1.0,0.0,Masters,918544310131,Pune,M,3.0,2015.0,3.0,0
1988.0,Нет,,No,0.0,272.0,Овен,38.0,7.0,,0.0,Masters,918544310131,Pune,M,3.0,2015.0,3.0,0
1988.0,Нет,Female,No,,272.0,Овен,38.0,7.0,1.0,0.0,Masters,918544310131,Pune,M,3.0,2015.0,3.0,0
1988.0,,Female,No,0.0,,Овен,38.0,,1.0,,,918544310131,Pune,M,,2015.0,,0
1988.0,Нет,Female,No,,272.0,Овен,38.0,7.0,1.0,,Masters,918544310131,Pune,M,3.0,,3.0,0
1985.0,Нет,Male,No,1.0,475.0,Стрелец,40.0,0.0,,0.0,Bachelors,915751223658,,XL,11.0,2017.0,3.0,0
,,Male,No,1.0,475.0,Стрелец,,0.0,3.0,0.0,Bachelors,915751223658,,XL,11.0,2017.0,3.0,0
1985.0,Нет,,No,1.0,475.0,Стрелец,40.0,,,0.0,Bachelors,915751223658,New Delhi,XL,11.0,2017.0,3.0,0
,Нет,Male,No,,475.0,Стрелец,40.0,0.0,,0.0,Bachelors,915751223658,,XL,11.0,,,0
1993.0,Нет,,No,2.0,471.0,Скорпион,34.0,3.0,3.0,1.0,,914804123536,Bangalore,,11.0,2013.0,1.0,0
1993.0,,,No,2.0,471.0,Скорпион,34.0,3.0,3.0,1.0,Bachelors,914804123536,,M,11.0,2013.0,1.0,0
1993.0,,Female,No,2.0,471.0,Скорпион,34.0,3.0,3.0,1.0,Bachelors,914804123536,Bangalore,M,11.0,2013.0,,0
1995.0,,Male,Yes,4.0,466.0,Водолей,31.0,10.0,,1.0,Bachelors,911150757255,Bangalore,,2.0,2013.0,,0
1995.0,Нет,Male,Yes,,,Водолей,,10.0,,1.0,Bachelors,911150757255,Bangalore,L,2.0,2013.0,4.0,0
1995.0,Нет,,Yes,4.0,,,31.0,,3.0,1.0,Bachelors,911150757255,Bangalore,L,2.0,2013.0,4.0,0
1995.0,Нет,,Yes,,466.0,Водолей,31.0,,3.0,1.0,Bachelors,911150757255,Bangalore,L,,2013.0,,0
1986.0,Да,,No,3.0,,Овен,40.0,,3.0,0.0,Bachelors,917104822982,New Delhi,M,1.0,,3.0,1
1986.0,Да,Female,No,3.0,327.0,Овен,40.0,1.0,3.0,,Bachelors,917104822982,New Delhi,M,1.0,2014.0,3.0,1
1986.0,Да,Female,No,3.0,327.0,Овен,40.0,1.0,3.0,0.0,Bachelors,917104822982,New Delhi,M,1.0,2014.0,3.0,1
