Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1988.0,Да,Female,No,,470.0,Козерог,39.0,1.0,3.0,0.0,Bachelors,918953903519,Bangalore,M,14.0,2016.0,3.0,1
,Да,Female,Yes,0.0,,Стрелец,39.0,8.0,2.0,1.0,Bachelors,913906690272,Pune,,14.0,2015.0,3.0,1
1987.0,,Female,,0.0,419.0,Стрелец,39.0,8.0,2.0,1.0,,913906690272,Pune,M,14.0,,3.0,1
1987.0,Да,Female,Yes,0.0,419.0,Стрелец,39.0,,2.0,1.0,,913906690272,,M,14.0,,,1
1987.0,Да,,Yes,,419.0,Стрелец,39.0,8.0,2.0,1.0,,913906690272,Pune,M,14.0,,3.0,1
1987.0,Да,,Yes,0.0,419.0,Стрелец,,8.0,2.0,1.0,Bachelors,913906690272,Pune,M,,2015.0,,1
1992.0,Нет,,No,3.0,490.0,,34.0,7.0,3.0,1.0,Masters,913221733092,New Delhi,XL,2.0,2012.0,4.0,0
1992.0,Нет,Female,No,3.0,490.0,Скорпион,34.0,7.0,,1.0,Masters,913221733092,New Delhi,XL,2.0,,4.0,0
1992.0,,Female,No,,490.0,Скорпион,34.0,7.0,3.0,1.0,Masters,913221733092,,XL,2.0,2012.0,4.0,0
1992.0,Нет,Female,No,3.0,,Скорпион,34.0,7.0,3.0,1.0,,913221733092,New Delhi,XL,2.0,2012.0,4.0,0
,Нет,,No,3.0,490.0,Скорпион,34.0,7.0,3.0,1.0,Masters,913221733092,New Delhi,XL,2.0,2012.0,,0
1987.0,Нет,Male,No,1.0,194.0,Овен,39.0,5.0,,1.0,,915123819790,Bangalore,L,2.0,2015.0,1.0,0
1987.0,Нет,Male,,,194.0,,39.0,,3.0,1.0,Bachelors,915123819790,Bangalore,L,2.0,2015.0,1.0,0
1987.0,Нет,Male,No,,,,39.0,5.0,3.0,1.0,,915123819790,,L,2.0,2015.0,1.0,0
1987.0,Нет,Male,No,1.0,194.0,,39.0,5.0,3.0,1.0,,915123819790,Bangalore,L,2.0,,,0
1996.0,Нет,Female,,2.0,360.0,Весы,31.0,6.0,3.0,,Bachelors,914748430705,Bangalore,XS,12.0,2016.0,4.0,0
1996.0,Нет,Female,No,,360.0,,31.0,,3.0,1.0,Bachelors,914748430705,Bangalore,XS,12.0,2016.0,4.0,0
1996.0,Нет,Female,No,2.0,,Весы,31.0,6.0,3.0,1.0,Bachelors,914748430705,Bangalore,,12.0,,4.0,0
1996.0,Нет,Female,No,,360.0,Весы,,,3.0,1.0,Bachelors,914748430705,Bangalore,XS,12.0,2016.0,4.0,0
1996.0,,,No,2.0,360.0,Весы,31.0,6.0,3.0,1.0,Bachelors,914748430705,Bangalore,XS,12.0,2016.0,,0
1987.0,Нет,Female,No,0.0,309.0,Телец,39.0,10.0,,0.0,Bachelors,917682593352,Bangalore,,5.0,2016.0,5.0,0
,Нет,Female,,,309.0,Телец,39.0,10.0,3.0,0.0,Bachelors,917682593352,,XL,5.0,2016.0,5.0,0
1987.0,Нет,Female,No,0.0,309.0,,39.0,10.0,3.0,,Bachelors,917682593352,Bangalore,XL,5.0,2016.0,,0
1987.0,Нет,Female,No,,,Телец,39.0,,3.0,0.0,Bachelors,917682593352,Bangalore,XL,5.0,2016.0,5.0,0
1996.0,Нет,Female,No,1.0,483.0,Скорпион,31.0,9.0,3.0,,Bachelors,914440158774,Bangalore,M,4.0,2013.0,5.0,0
1996.0,Нет,Female,No,1.0,483.0,Скорпион,31.0,9.0,3.0,1.0,Bachelors,914440158774,Bangalore,M,4.0,2013.0,5.0,0
1996.0,Нет,Female,No,1.0,483.0,Скорпион,31.0,9.0,3.0,1.0,Bachelors,914440158774,,M,4.0,2013.0,5.0,0
1990.0,Нет,Male,No,1.0,329.0,Водолей,36.0,10.0,,0.0,Bachelors,911394327796,Bangalore,L,15.0,,2.0,0
1990.0,Нет,,No,,329.0,Водолей,36.0,10.0,3.0,0.0,Bachelors,911394327796,Bangalore,L,15.0,2012.0,2.0,0
1990.0,Нет,,No,1.0,329.0,Водолей,,10.0,3.0,,Bachelors,911394327796,,L,15.0,,2.0,0
1990.0,Нет,,No,1.0,,Водолей,36.0,10.0,3.0,0.0,Bachelors,911394327796,Bangalore,L,15.0,2012.0,2.0,0
1990.0,Нет,Male,No,0.0,323.0,,37.0,2.0,3.0,,Bachelors,914381702633,New Delhi,M,10.0,2017.0,,0
1990.0,Нет,Male,,0.0,,,,2.0,3.0,1.0,Bachelors,914381702633,New Delhi,,,2017.0,,0
1990.0,Нет,Male,No,0.0,323.0,Скорпион,37.0,2.0,3.0,,,914381702633,New Delhi,M,10.0,2017.0,4.0,0
,Нет,Male,No,0.0,,Скорпион,,2.0,3.0,1.0,Bachelors,914381702633,,M,10.0,,4.0,0
1990.0,,Male,No,0.0,323.0,Скорпион,37.0,2.0,3.0,1.0,Bachelors,914381702633,New Delhi,M,10.0,2017.0,4.0,0
1988.0,Да,,No,1.0,340.0,Весы,38.0,3.0,1.0,0.0,,911519921740,Pune,L,9.0,2015.0,3.0,1
1988.0,Да,,No,1.0,340.0,Весы,38.0,3.0,,,Bachelors,911519921740,Pune,L,9.0,2015.0,3.0,1
1986.0,,Male,,2.0,,,41.0,,,1.0,PHD,919480966304,Pune,M,0.0,2017.0,3.0,0
1986.0,Нет,Male,No,2.0,340.0,Весы,41.0,4.0,3.0,1.0,PHD,919480966304,Pune,M,0.0,2017.0,3.0,0
,Да,Male,No,,426.0,,32.0,,3.0,0.0,Bachelors,918777359333,Bangalore,L,14.0,2018.0,2.0,1
,Да,Male,,4.0,426.0,Дева,,5.0,3.0,0.0,Bachelors,918777359333,Bangalore,,14.0,2018.0,2.0,1
1994.0,Да,Male,No,4.0,,Дева,32.0,5.0,3.0,,Bachelors,918777359333,Bangalore,,14.0,2018.0,2.0,1
,Да,Male,No,4.0,426.0,Дева,,5.0,3.0,0.0,Bachelors,918777359333,Bangalore,L,14.0,2018.0,,1
1991.0,Да,,No,0.0,424.0,Рак,35.0,5.0,3.0,0.0,,919451409085,,XL,,2018.0,2.0,1
1991.0,Да,,No,0.0,424.0,Рак,,5.0,3.0,0.0,Bachelors,919451409085,Pune,XL,7.0,2018.0,2.0,1
,Нет,Male,No,1.0,285.0,Стрелец,35.0,1.0,3.0,1.0,,916561778074,Bangalore,M,1.0,2017.0,,0
1990.0,Нет,Male,No,,285.0,Стрелец,35.0,1.0,3.0,1.0,,916561778074,,M,1.0,,5.0,0
1990.0,,Male,No,,285.0,Стрелец,35.0,1.0,,1.0,Bachelors,916561778074,Bangalore,M,1.0,2017.0,5.0,0
1990.0,,,No,1.0,285.0,Стрелец,35.0,1.0,3.0,1.0,Bachelors,916561778074,Bangalore,M,1.0,2017.0,5.0,0
1995.0,,Male,No,1.0,270.0,Водолей,31.0,9.0,3.0,1.0,,911094044908,Bangalore,M,,2015.0,,1
1995.0,Да,Male,,1.0,270.0,Водолей,31.0,9.0,3.0,,Bachelors,911094044908,Bangalore,M,,2015.0,2.0,1
1995.0,Да,Male,No,1.0,270.0,Водолей,31.0,9.0,3.0,1.0,Bachelors,911094044908,Bangalore,M,15.0,2015.0,2.0,1
1986.0,,Male,No,4.0,,Овен,41.0,,3.0,1.0,Bachelors,919484749326,Bangalore,,4.0,2015.0,5.0,0
1986.0,Нет,Male,No,4.0,125.0,Овен,41.0,4.0,3.0,1.0,Bachelors,919484749326,Bangalore,M,4.0,,5.0,0
1992.0,Нет,Male,Yes,0.0,469.0,Скорпион,33.0,,,1.0,,916564623008,Bangalore,M,10.0,2012.0,2.0,0
,Нет,Male,Yes,0.0,469.0,,33.0,,,1.0,Bachelors,916564623008,,M,,2012.0,2.0,0
,Нет,Male,Yes,0.0,,,,2.0,3.0,1.0,,916564623008,Bangalore,,10.0,2012.0,2.0,0
1992.0,Нет,Male,Yes,0.0,,Скорпион,33.0,,3.0,1.0,Bachelors,916564623008,Bangalore,,10.0,,,0
1992.0,,Male,Yes,0.0,469.0,Скорпион,33.0,2.0,3.0,1.0,Bachelors,916564623008,Bangalore,M,,2012.0,,0
,Да,,,1.0,,Лев,,0.0,2.0,1.0,,912995344177,,M,12.0,,3.0,1
1988.0,Да,Female,,,125.0,Лев,38.0,0.0,2.0,,Bachelors,912995344177,New Delhi,,12.0,,3.0,1
1988.0,Да,Female,No,1.0,125.0,,38.0,,2.0,1.0,Bachelors,912995344177,New Delhi,,,,3.0,1
1986.0,Да,Female,,3.0,112.0,Стрелец,39.0,,3.0,0.0,,916455897248,Bangalore,M,,2012.0,3.0,1
1991.0,Нет,,,2.0,467.0,Лев,36.0,,,0.0,,911304889941,Bangalore,,15.0,2015.0,1.0,0
1995.0,,,No,5.0,,Стрелец,31.0,6.0,2.0,1.0,Masters,911678297576,Bangalore,L,14.0,2017.0,4.0,0
1987.0,Нет,Female,No,2.0,111.0,Скорпион,,8.0,2.0,1.0,,918698661193,New Delhi,,14.0,2017.0,3.0,1
1987.0,Нет,Female,No,,111.0,Скорпион,39.0,8.0,2.0,,,918698661193,New Delhi,S,,2017.0,3.0,1
1985.0,Да,Male,No,3.0,,Близнецы,41.0,3.0,3.0,,Masters,913113897370,New Delhi,L,,,,1
1985.0,,Male,No,3.0,130.0,Близнецы,41.0,3.0,3.0,1.0,Masters,913113897370,,,,2017.0,3.0,1
1985.0,Да,Male,No,3.0,130.0,Близнецы,41.0,3.0,3.0,,Masters,913113897370,New Delhi,,1.0,2017.0,3.0,1
1993.0,Да,Female,No,0.0,178.0,Весы,33.0,9.0,3.0,0.0,PHD,916314800448,New Delhi,S,12.0,2018.0,,1
1989.0,Нет,Male,No,1.0,279.0,,38.0,10.0,3.0,0.0,Bachelors,918809632141,Bangalore,S,7.0,2015.0,,0
1989.0,,,No,,279.0,Рыбы,38.0,10.0,3.0,0.0,Bachelors,918809632141,Bangalore,S,7.0,2015.0,,0
1994.0,Нет,,,0.0,309.0,,,9.0,2.0,,Bachelors,919417732179,Pune,L,7.0,,1.0,0
1993.0,Нет,Male,No,,243.0,Стрелец,34.0,1.0,3.0,,Bachelors,913677552840,Bangalore,,1.0,2014.0,,0
1993.0,Нет,Male,No,4.0,243.0,Стрелец,,1.0,,0.0,Bachelors,913677552840,Bangalore,S,1.0,2014.0,3.0,0
1993.0,Нет,Male,No,,243.0,Стрелец,34.0,1.0,,0.0,Bachelors,913677552840,Bangalore,,1.0,2014.0,3.0,0
1993.0,Нет,,No,4.0,243.0,Стрелец,34.0,,3.0,,,913677552840,Bangalore,S,1.0,,,0
,Нет,Male,No,2.0,86.0,Дева,40.0,1.0,3.0,0.0,Bachelors,919400102158,Bangalore,M,,2017.0,1.0,0
1985.0,Нет,Male,,,86.0,,40.0,,3.0,,Bachelors,919400102158,Bangalore,M,9.0,,,0
1985.0,,Male,No,2.0,86.0,,40.0,1.0,3.0,,Bachelors,919400102158,Bangalore,,9.0,2017.0,1.0,0
1991.0,Нет,Female,No,,294.0,Стрелец,36.0,1.0,3.0,0.0,,912005483095,Bangalore,L,7.0,2015.0,1.0,0
,,Female,No,2.0,,Стрелец,36.0,1.0,3.0,0.0,Bachelors,912005483095,Bangalore,L,7.0,,1.0,0
1991.0,Нет,Female,,2.0,294.0,Стрелец,36.0,1.0,3.0,0.0,Bachelors,912005483095,Bangalore,,7.0,2015.0,1.0,0
1985.0,,Female,No,,181.0,Рак,41.0,10.0,2.0,1.0,Bachelors,911293707858,New Delhi,M,15.0,2017.0,1.0,0
1985.0,Нет,Female,,4.0,181.0,Рак,41.0,,2.0,,Bachelors,911293707858,,M,15.0,2017.0,,0
1985.0,Нет,Female,No,,181.0,Рак,41.0,10.0,2.0,1.0,Bachelors,911293707858,New Delhi,M,15.0,2017.0,1.0,0
1985.0,,Female,,4.0,181.0,Рак,,10.0,2.0,1.0,Bachelors,911293707858,New Delhi,,15.0,,1.0,0
1985.0,Нет,Female,,4.0,181.0,Рак,41.0,,2.0,1.0,,911293707858,,M,15.0,2017.0,1.0,0
,Нет,,No,3.0,126.0,Скорпион,37.0,2.0,,0.0,Bachelors,917193642738,Bangalore,L,,2017.0,4.0,0
1989.0,,Male,No,3.0,126.0,Скорпион,,2.0,3.0,0.0,Bachelors,917193642738,Bangalore,L,5.0,2017.0,4.0,0
1989.0,Нет,Male,No,,126.0,Скорпион,37.0,2.0,3.0,0.0,Bachelors,917193642738,Bangalore,L,5.0,2017.0,4.0,0
1993.0,Нет,Male,,5.0,429.0,Рыбы,33.0,1.0,3.0,0.0,Bachelors,919156738829,New Delhi,XL,,,2.0,0
1993.0,Нет,,,5.0,429.0,Рыбы,,1.0,3.0,0.0,,919156738829,,XL,,,2.0,0
1986.0,Нет,Female,No,4.0,443.0,,41.0,,3.0,1.0,Bachelors,912065367462,New Delhi,M,11.0,2017.0,2.0,0
1986.0,Нет,Female,No,,443.0,Рыбы,41.0,5.0,3.0,1.0,Bachelors,912065367462,New Delhi,M,11.0,2017.0,2.0,0
1986.0,Нет,,No,4.0,,Рыбы,41.0,5.0,,1.0,Bachelors,912065367462,New Delhi,M,11.0,2017.0,2.0,0
1986.0,Нет,Female,No,,443.0,Рыбы,41.0,5.0,3.0,1.0,Bachelors,912065367462,New Delhi,M,11.0,2017.0,2.0,0
1986.0,Нет,Female,,,443.0,Рыбы,,5.0,,1.0,,912065367462,New Delhi,M,11.0,2017.0,2.0,0
1988.0,Нет,Female,No,2.0,184.0,Стрелец,37.0,,3.0,1.0,,916342195648,Bangalore,,5.0,2017.0,2.0,0
1988.0,,,No,2.0,184.0,Стрелец,,10.0,3.0,1.0,Bachelors,916342195648,Bangalore,S,,2017.0,2.0,0
1988.0,Нет,,,2.0,,Стрелец,,10.0,3.0,1.0,Bachelors,916342195648,,S,5.0,,2.0,0
1987.0,Нет,Male,Yes,5.0,295.0,,38.0,4.0,3.0,1.0,Bachelors,918793824107,Pune,M,14.0,2017.0,,0
1987.0,,Male,Yes,5.0,295.0,Телец,,4.0,3.0,1.0,Bachelors,918793824107,Pune,M,14.0,2017.0,3.0,0
1987.0,Нет,Male,Yes,5.0,295.0,Телец,38.0,,,1.0,Bachelors,918793824107,Pune,M,14.0,,3.0,0
,Нет,Male,Yes,,,Телец,38.0,4.0,3.0,1.0,Bachelors,918793824107,Pune,,14.0,2017.0,3.0,0
1987.0,Нет,Male,Yes,,295.0,Телец,38.0,4.0,,,Bachelors,918793824107,,M,14.0,2017.0,3.0,0
1991.0,Да,Male,,2.0,446.0,Стрелец,34.0,8.0,3.0,0.0,Bachelors,918881369284,Bangalore,XL,5.0,2015.0,1.0,1
1991.0,,Male,No,2.0,,Стрелец,34.0,8.0,,0.0,Bachelors,918881369284,Bangalore,XL,5.0,2015.0,1.0,1
,Да,Male,No,2.0,446.0,Стрелец,34.0,8.0,3.0,0.0,Bachelors,918881369284,Bangalore,XL,5.0,2015.0,1.0,1
1991.0,,Male,No,2.0,446.0,Стрелец,34.0,8.0,3.0,0.0,Bachelors,918881369284,Bangalore,,5.0,,1.0,1
,Нет,Female,No,0.0,100.0,Телец,37.0,,3.0,,Bachelors,914461751848,Pune,,15.0,2017.0,1.0,0
1990.0,Нет,Female,No,,100.0,,37.0,0.0,3.0,1.0,,914461751848,Pune,,15.0,2017.0,1.0,0
1990.0,Нет,,,0.0,,,37.0,0.0,,1.0,Bachelors,914461751848,,,15.0,2017.0,1.0,0
,Нет,Female,No,0.0,100.0,,37.0,0.0,,,Bachelors,914461751848,Pune,S,,,1.0,0
,Нет,,No,0.0,100.0,Телец,37.0,0.0,3.0,,,914461751848,,S,15.0,2017.0,,0
1992.0,,Male,No,0.0,320.0,Весы,34.0,0.0,3.0,1.0,,915662681651,Bangalore,L,1.0,,5.0,1
1992.0,Да,Male,,,320.0,,34.0,,3.0,1.0,Bachelors,915662681651,,L,1.0,2014.0,,1
1995.0,Нет,,No,1.0,468.0,Рыбы,32.0,,3.0,0.0,Bachelors,918650292782,Pune,M,,2012.0,2.0,0
1995.0,,Male,No,1.0,468.0,,32.0,5.0,3.0,0.0,Bachelors,918650292782,Pune,M,,2012.0,2.0,0
1995.0,Нет,Male,No,1.0,468.0,Рыбы,32.0,5.0,3.0,0.0,Bachelors,918650292782,Pune,M,14.0,2012.0,2.0,0
1995.0,,Male,,1.0,468.0,Рыбы,,5.0,3.0,,Bachelors,918650292782,Pune,M,,2012.0,2.0,0
1991.0,Да,Female,No,4.0,,Стрелец,,7.0,3.0,0.0,Masters,918096214064,,XL,13.0,2012.0,4.0,1
1991.0,,Female,No,4.0,274.0,,35.0,7.0,3.0,0.0,Masters,918096214064,New Delhi,XL,13.0,2012.0,,1
,Да,,,4.0,274.0,Стрелец,35.0,7.0,,0.0,Masters,918096214064,New Delhi,XL,13.0,2012.0,4.0,1
1991.0,Нет,Male,No,3.0,323.0,Рак,36.0,6.0,3.0,1.0,,913845006092,Pune,,8.0,2013.0,,0
1993.0,Нет,Female,No,2.0,413.0,Близнецы,,,,0.0,Bachelors,914627716773,Bangalore,,,2015.0,2.0,0
1993.0,Нет,Female,,,413.0,Близнецы,34.0,3.0,,0.0,Bachelors,914627716773,,M,,2015.0,,0
1989.0,Нет,Female,No,3.0,,,,3.0,3.0,1.0,Bachelors,916070919170,Bangalore,S,11.0,2014.0,,0
1985.0,Нет,Female,Yes,4.0,93.0,Весы,40.0,2.0,,0.0,Bachelors,912467915918,Bangalore,,15.0,2016.0,5.0,0
1985.0,Нет,Female,,4.0,,Весы,40.0,2.0,3.0,,,912467915918,Bangalore,XS,15.0,2016.0,5.0,0
1985.0,Нет,Female,Yes,4.0,93.0,Весы,40.0,2.0,3.0,0.0,Bachelors,912467915918,Bangalore,XS,15.0,2016.0,,0
1985.0,Нет,Female,Yes,4.0,,Весы,40.0,2.0,3.0,0.0,,912467915918,Bangalore,XS,15.0,2016.0,5.0,0
1993.0,Нет,Male,No,4.0,188.0,Весы,33.0,,3.0,,,918607022605,Pune,XXL,,2014.0,5.0,0
1993.0,Нет,Male,No,,188.0,Весы,33.0,,,0.0,Bachelors,918607022605,,XXL,2.0,2014.0,5.0,0
1993.0,Нет,Male,,4.0,,Весы,33.0,4.0,3.0,,,918607022605,Pune,XXL,2.0,2014.0,5.0,0
1993.0,Нет,Male,No,,188.0,Весы,33.0,4.0,3.0,0.0,Bachelors,918607022605,Pune,XXL,2.0,2014.0,5.0,0
1987.0,Нет,Female,No,,362.0,Рак,39.0,2.0,3.0,0.0,,917711321365,Bangalore,M,3.0,2016.0,2.0,0
1987.0,Нет,,,4.0,362.0,,39.0,,,0.0,Bachelors,917711321365,,,,2016.0,2.0,0
